Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1005","SAOUHSC_01097","VBIStaAur99865_1005","PATRIC.93061.5.NC_007795.CDS.1057090.1057611.fwd","PATRIC","CDS",1057090,1057611,522,"+","FIG00001121","PLF_1279_00001905","PGF_00418664","YP_499641.1",173,,"Colicin V production protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1006","SAOUHSC_01098","VBIStaAur99865_1006","PATRIC.93061.5.NC_007795.CDS.1057684.1059396.fwd","PATRIC","CDS",1057684,1059396,1713,"+","FIG00009897","PLF_1279_00000688","PGF_00421624","YP_499642.1",570,,"DNA polymerase X family",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1007","SAOUHSC_01099","VBIStaAur99865_1007","PATRIC.93061.5.NC_007795.CDS.1059406.1061754.fwd","PATRIC","CDS",1059406,1061754,2349,"+","FIG00000990","PLF_1279_00000244","PGF_06776852","YP_499643.1",782,,"Recombination inhibitory protein MutS2","GO:0003684|damaged DNA binding;GO:0005524|ATP binding;GO:0006298|mismatch repair"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1008","SAOUHSC_01100","VBIStaAur99865_1008","PATRIC.93061.5.NC_007795.CDS.1061927.1062241.fwd","PATRIC","CDS",1061927,1062241,315,"+","FIG01955919","PLF_1279_00000833","PGF_10345259","YP_499644.1",104,,"Thioredoxin",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1009","SAOUHSC_01102","VBIStaAur99865_1009","PATRIC.93061.5.NC_007795.CDS.1062565.1064346.fwd","PATRIC","CDS",1062565,1064346,1782,"+","FIG00000185","PLF_1279_00000584","PGF_00424971","YP_499646.2",593,"uvrC","Excinuclease ABC subunit C","GO:0003677|DNA binding;GO:0004518|nuclease activity;GO:0005622|intracellular;GO:0006281|DNA repair;GO:0006289|nucleotide-excision repair"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1010","SAOUHSC_01103","VBIStaAur99865_1010","PATRIC.93061.5.NC_007795.CDS.1064670.1065284.fwd","PATRIC","CDS",1064670,1065284,615,"+","FIG01304139","PLF_1279_00000914","PGF_00054466","YP_499647.1",204,,"Succinate dehydrogenase cytochrome b558 subunit",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.91","SAOUHSC_00102","VBIStaAur99865_0091","PATRIC.93061.5.NC_007795.CDS.106507.107322.rev","PATRIC","CDS",106507,107322,816,"-","FIG00070611","PLF_1279_00001119","PGF_05593819","YP_498702.1",271,,"ABC transporter, permease protein (cluster 12, methionine/phosphonates)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1011","SAOUHSC_01104","VBIStaAur99865_1011","PATRIC.93061.5.NC_007795.CDS.1065336.1067102.fwd","PATRIC","CDS",1065336,1067102,1767,"+","FIG00136922","PLF_1279_00000669","PGF_08998238","YP_499648.1",588,"sdhA","Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)","GO:0008177|succinate dehydrogenase (ubiquinone) activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1012","SAOUHSC_01105","VBIStaAur99865_1012","PATRIC.93061.5.NC_007795.CDS.1067102.1067917.fwd","PATRIC","CDS",1067102,1067917,816,"+","FIG00026006","PLF_1279_00000615","PGF_00054480","YP_499649.1",271,"sdhB","Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)","GO:0008177|succinate dehydrogenase (ubiquinone) activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1013","SAOUHSC_01106","VBIStaAur99865_1013","PATRIC.93061.5.NC_007795.CDS.1068153.1068953.fwd","PATRIC","CDS",1068153,1068953,801,"+","FIG00000397","PLF_1279_00000753","PGF_00008106","YP_499650.1",266,,"Glutamate racemase (EC 5.1.1.3)","GO:0008881|glutamate racemase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1014","SAOUHSC_01107","VBIStaAur99865_1014","PATRIC.93061.5.NC_007795.CDS.1068965.1069552.fwd","PATRIC","CDS",1068965,1069552,588,"+","FIG00000584","PLF_1279_00001430","PGF_00026362","YP_499651.1",195,,"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1015","SAOUHSC_01108","VBIStaAur99865_1015","PATRIC.93061.5.NC_007795.CDS.1069545.1070048.fwd","PATRIC","CDS",1069545,1070048,504,"+","FIG00005889","PLF_1279_00001373","PGF_09654405","YP_499652.1",167,,"FIG009886: phosphoesterase",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1016","SAOUHSC_01109","VBIStaAur99865_1016","PATRIC.93061.5.NC_007795.CDS.1070203.1070343.fwd","PATRIC","CDS",1070203,1070343,141,"+","FIG01107849","PLF_1279_00002258","PGF_03469495","YP_499653.1",46,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1017","SAOUHSC_01110","VBIStaAur99865_1017","PATRIC.93061.5.NC_007795.CDS.1070537.1070866.fwd","PATRIC","CDS",1070537,1070866,330,"+","FIG00017234","PLF_1279_00002039","PGF_03469424","YP_499654.1",109,,"Hypothetical protein, similarity with fibrinogen-binding protein Efb",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1018",,"VBIStaAur99865_1018","PATRIC.93061.5.NC_007795.CDS.1071028.1071144.fwd","PATRIC","CDS",1071028,1071144,117,"+","FIG01108619","PLF_1279_00002363","PGF_03469569",,38,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1019","SAOUHSC_01112","VBIStaAur99865_1019","PATRIC.93061.5.NC_007795.CDS.1071235.1071636.rev","PATRIC","CDS",1071235,1071636,402,"-","FIG01330823","PLF_1279_00002159","PGF_03469453","YP_499656.1",133,,"FIG017917: hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1020","SAOUHSC_01113","VBIStaAur99865_1020","PATRIC.93061.5.NC_007795.CDS.1072308.1072814.fwd","PATRIC","CDS",1072308,1072814,507,"+","FIG01345562","PLF_1279_00002168","PGF_03469456","YP_499657.1",168,,"FIG016906: hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1021","SAOUHSC_01114","VBIStaAur99865_1021","PATRIC.93061.5.NC_007795.CDS.1073073.1073570.fwd","PATRIC","CDS",1073073,1073570,498,"+","FIG01305581","PLF_1279_00001853","PGF_03468375","YP_499658.1",165,,"Extracellular fibrinogen-binding protein Efb",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.92","SAOUHSC_00103","VBIStaAur99865_0092","PATRIC.93061.5.NC_007795.CDS.107319.108119.rev","PATRIC","CDS",107319,108119,801,"-","FIG00010478","PLF_1279_00001053","PGF_05593819","YP_498703.1",266,,"ABC transporter, permease protein (cluster 12, methionine/phosphonates)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1022","SAOUHSC_01115","VBIStaAur99865_1022","PATRIC.93061.5.NC_007795.CDS.1073724.1074074.fwd","PATRIC","CDS",1073724,1074074,351,"+","FIG01337829","PLF_1279_00002323","PGF_00015221","YP_499659.1",116,,"Involved in expression of fibrinogen binding protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1023",,"VBIStaAur99865_1023","PATRIC.93061.5.NC_007795.CDS.1074391.1074633.fwd","PATRIC","CDS",1074391,1074633,243,"+","FIG01108359","PLF_1279_00002512","PGF_06948372",,80,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1025",,"VBIStaAur99865_1025","PATRIC.93061.5.NC_007795.CDS.1074661.1074771.fwd","PATRIC","CDS",1074661,1074771,111,"+","FIG01597848","PLF_1279_00089274","PGF_06948372",,36,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1026","SAOUHSC_01119","VBIStaAur99865_1026","PATRIC.93061.5.NC_007795.CDS.1074896.1075081.rev","PATRIC","CDS",1074896,1075081,186,"-","FIG01107914","PLF_1279_00002338","PGF_00189765","YP_499662.1",61,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1027","SAOUHSC_A01081","VBIStaAur99865_1027","PATRIC.93061.5.NC_007795.CDS.1075291.1075539.rev","PATRIC","CDS",1075291,1075539,249,"-","FIG01108337","PLF_1279_00004546","PGF_03474765","YP_499663.1",82,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1028","SAOUHSC_01120","VBIStaAur99865_1028","PATRIC.93061.5.NC_007795.CDS.1075703.1075936.rev","PATRIC","CDS",1075703,1075936,234,"-","FIG01108517","PLF_1279_00002330","PGF_08088828","YP_499664.1",77,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1029","SAOUHSC_01121","VBIStaAur99865_1029","PATRIC.93061.5.NC_007795.CDS.1076413.1077372.rev","PATRIC","CDS",1076413,1077372,960,"-","FIG01318981","PLF_1279_00001653","PGF_00357344","YP_499665.1",319,,"Cytolytic pore-forming protein => Alpha-hemolysin",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1030","SAOUHSC_01122","VBIStaAur99865_1030","PATRIC.93061.5.NC_007795.CDS.1078045.1078191.fwd","PATRIC","CDS",1078045,1078191,147,"+","FIG01315817","PLF_1279_00002479","PGF_03470418","YP_499666.1",48,,"Doubtful CDS. No database matches",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1031","SAOUHSC_01123","VBIStaAur99865_1031","PATRIC.93061.5.NC_007795.CDS.1078175.1078372.fwd","PATRIC","CDS",1078175,1078372,198,"+","FIG01108125","PLF_1279_00001890","PGF_12956960","YP_499667.1",65,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1032","SAOUHSC_01124","VBIStaAur99865_1032","PATRIC.93061.5.NC_007795.CDS.1078816.1079532.rev","PATRIC","CDS",1078816,1079532,717,"-","FIG01107943","PLF_1279_00002101","PGF_08225224","YP_499668.1",238,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1033","SAOUHSC_01125","VBIStaAur99865_1033","PATRIC.93061.5.NC_007795.CDS.1079640.1080365.rev","PATRIC","CDS",1079640,1080365,726,"-","FIG01107878","PLF_1279_00002318","PGF_08225224","YP_499669.1",241,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1034","SAOUHSC_01127","VBIStaAur99865_1034","PATRIC.93061.5.NC_007795.CDS.1080460.1081185.rev","PATRIC","CDS",1080460,1081185,726,"-","FIG01108190","PLF_1279_00002176","PGF_08225224","YP_499670.1",241,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.93","SAOUHSC_00104","VBIStaAur99865_0093","PATRIC.93061.5.NC_007795.CDS.108121.108894.rev","PATRIC","CDS",108121,108894,774,"-","FIG00022568","PLF_1279_00001098","PGF_07387912","YP_498704.1",257,,"ABC transporter, ATP-binding protein (cluster 12, methionine/phosphonates)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1035","SAOUHSC_01128","VBIStaAur99865_1035","PATRIC.93061.5.NC_007795.CDS.1081623.1082624.fwd","PATRIC","CDS",1081623,1082624,1002,"+","FIG00000084","PLF_1279_00078757","PGF_02346669","YP_499671.1",333,,"Ornithine carbamoyltransferase (EC 2.1.3.3)","GO:0004585|ornithine carbamoyltransferase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1036","SAOUHSC_01129","VBIStaAur99865_1036","PATRIC.93061.5.NC_007795.CDS.1082644.1083579.fwd","PATRIC","CDS",1082644,1083579,936,"+","FIG00000762","PLF_1279_00000051","PGF_02806641","YP_499672.1",311,,"Carbamate kinase (EC 2.7.2.2)","GO:0008804|carbamate kinase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1037","SAOUHSC_01130","VBIStaAur99865_1037","PATRIC.93061.5.NC_007795.CDS.1083751.1085307.fwd","PATRIC","CDS",1083751,1085307,1557,"+","FIG00001166","PLF_1279_00000030","PGF_09519210","YP_499673.1",518,,"Arginine/ornithine antiporter ArcD",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1038","SAOUHSC_01131","VBIStaAur99865_1038","PATRIC.93061.5.NC_007795.CDS.1085615.1085842.fwd","PATRIC","CDS",1085615,1085842,228,"+","FIG01108136","PLF_1279_00001546","PGF_00290578","YP_499674.1",75,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1039","SAOUHSC_01133","VBIStaAur99865_1039","PATRIC.93061.5.NC_007795.CDS.1086147.1087094.rev","PATRIC","CDS",1086147,1087094,948,"-","FIG01349997","PLF_1279_00001162","PGF_00043081","YP_499675.1",315,,"Putative permease",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1040","SAOUHSC_01134","VBIStaAur99865_1040","PATRIC.93061.5.NC_007795.CDS.1087343.1087531.fwd","PATRIC","CDS",1087343,1087531,189,"+","FIG01108731","PLF_1279_00002243","PGF_08225224","YP_499676.1",62,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1041","SAOUHSC_01135","VBIStaAur99865_1041","PATRIC.93061.5.NC_007795.CDS.1088443.1088577.fwd","PATRIC","CDS",1088443,1088577,135,"+","FIG01107994","PLF_1279_00088931","PGF_03114197","YP_499677.1",44,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1042","SAOUHSC_01136","VBIStaAur99865_1042","PATRIC.93061.5.NC_007795.CDS.1088634.1088768.fwd","PATRIC","CDS",1088634,1088768,135,"+","FIG01107994","PLF_1279_00002199","PGF_03114197","YP_499678.1",44,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1043","SAOUHSC_01137","VBIStaAur99865_1043","PATRIC.93061.5.NC_007795.CDS.1088901.1089587.fwd","PATRIC","CDS",1088901,1089587,687,"+","FIG00004502","PLF_1279_00001521","PGF_00425969","YP_499679.1",228,,"Pyrimidine 5'-nucleotidase YjjG (EC 3.1.3.5)","GO:0008253|5'-nucleotidase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.8","SAOUHSC_00008","VBIStaAur99865_0008","PATRIC.93061.5.NC_007795.CDS.10893.12407.fwd","PATRIC","CDS",10893,12407,1515,"+","FIG00091940","PLF_1279_00001236","PGF_02098099","YP_498616.1",504,,"Histidine ammonia-lyase (EC 4.3.1.3)","GO:0004397|histidine ammonia-lyase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1044","SAOUHSC_01138","VBIStaAur99865_1044","PATRIC.93061.5.NC_007795.CDS.1089696.1090136.rev","PATRIC","CDS",1089696,1090136,441,"-","FIG00003728","PLF_1279_00001386","PGF_00064587","YP_499680.1",146,,"Uncharacterized N-acetyltransferase BT9727_3663 (EC 2.3.1.-)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1045","SAOUHSC_01139","VBIStaAur99865_1045","PATRIC.93061.5.NC_007795.CDS.1090331.1090558.fwd","PATRIC","CDS",1090331,1090558,228,"+","FIG01275930","PLF_1279_00001241","PGF_02473354","YP_499681.1",75,,"Glucosaminyl-malate:cysteine ligase",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1046","SAOUHSC_01141","VBIStaAur99865_1046","PATRIC.93061.5.NC_007795.CDS.1090591.1091952.fwd","PATRIC","CDS",1090591,1091952,1362,"+","FIG00011279","PLF_1279_00001241","PGF_02473354","YP_499683.1",453,,"Glucosaminyl-malate:cysteine ligase",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.94","SAOUHSC_00105","VBIStaAur99865_0094","PATRIC.93061.5.NC_007795.CDS.109108.110064.rev","PATRIC","CDS",109108,110064,957,"-","FIG00014764","PLF_1279_00001060","PGF_01426950","YP_498705.1",318,,"ABC transporter, substrate-binding protein (cluster 12, methionine/phosphonates)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1047","SAOUHSC_01142","VBIStaAur99865_1047","PATRIC.93061.5.NC_007795.CDS.1092096.1092527.fwd","PATRIC","CDS",1092096,1092527,432,"+","FIG00000547","PLF_1279_00000923","PGF_01420802","YP_499684.1",143,,"Transcriptional regulator MraZ",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1048","SAOUHSC_01143","VBIStaAur99865_1048","PATRIC.93061.5.NC_007795.CDS.1092543.1093478.fwd","PATRIC","CDS",1092543,1093478,936,"+","FIG00000172","PLF_1279_00000843","PGF_02390924","YP_499685.1",311,,"16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1049","SAOUHSC_01144","VBIStaAur99865_1049","PATRIC.93061.5.NC_007795.CDS.1093492.1093893.fwd","PATRIC","CDS",1093492,1093893,402,"+","FIG00001060","PLF_1279_00001037","PGF_00416974","YP_499686.1",133,,"Cell division protein FtsL",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1050","SAOUHSC_01145","VBIStaAur99865_1050","PATRIC.93061.5.NC_007795.CDS.1093874.1096108.fwd","PATRIC","CDS",1093874,1096108,2235,"+","FIG00046929","PLF_1279_00000319","PGF_10302926","YP_499687.1",744,,"Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)","GO:0008955|peptidoglycan glycosyltransferase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1051","SAOUHSC_01146","VBIStaAur99865_1051","PATRIC.93061.5.NC_007795.CDS.1096400.1097365.fwd","PATRIC","CDS",1096400,1097365,966,"+","FIG00000221","PLF_1279_00000865","PGF_00033359","YP_499688.1",321,"mraY","Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)","GO:0008963|phospho-N-acetylmuramoyl-pentapeptide-transferase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1052","SAOUHSC_01147","VBIStaAur99865_1052","PATRIC.93061.5.NC_007795.CDS.1097367.1098716.fwd","PATRIC","CDS",1097367,1098716,1350,"+","FIG00085033","PLF_1279_00000727","PGF_06162930","YP_499689.1",449,"murD","UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)","GO:0008764|UDP-N-acetylmuramoylalanine-D-glutamate ligase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1053","SAOUHSC_01148","VBIStaAur99865_1053","PATRIC.93061.5.NC_007795.CDS.1098732.1100051.fwd","PATRIC","CDS",1098732,1100051,1320,"+","FIG00021517","PLF_1279_00001704","PGF_00843106","YP_499690.1",439,,"Cell division protein FtsQ",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1054","SAOUHSC_01149","VBIStaAur99865_1054","PATRIC.93061.5.NC_007795.CDS.1100157.1101569.fwd","PATRIC","CDS",1100157,1101569,1413,"+","FIG00000385","PLF_1279_00000681","PGF_00843497","YP_499691.1",470,,"Cell division protein FtsA",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1055","SAOUHSC_01150","VBIStaAur99865_1055","PATRIC.93061.5.NC_007795.CDS.1101602.1102774.fwd","PATRIC","CDS",1101602,1102774,1173,"+","FIG00000145","PLF_1279_00068238","PGF_03520151","YP_499692.1",390,,"Cell division protein FtsZ",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.95","SAOUHSC_00106","VBIStaAur99865_0095","PATRIC.93061.5.NC_007795.CDS.110293.111837.fwd","PATRIC","CDS",110293,111837,1545,"+","FIG01108343","PLF_1279_00001504","PGF_08225224","YP_498706.1",514,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1056","SAOUHSC_01152","VBIStaAur99865_1056","PATRIC.93061.5.NC_007795.CDS.1103034.1103825.fwd","PATRIC","CDS",1103034,1103825,792,"+","FIG00003370","PLF_1279_00001380","PGF_05501316","YP_499693.1",263,,"FIG00003370: Multicopper polyphenol oxidase",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1057","SAOUHSC_01153","VBIStaAur99865_1057","PATRIC.93061.5.NC_007795.CDS.1103843.1104517.fwd","PATRIC","CDS",1103843,1104517,675,"+","FIG00003955","PLF_1279_00000698","PGF_04498026","YP_499694.1",224,,"Pyridoxal phosphate-containing protein YggS",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1058","SAOUHSC_01154","VBIStaAur99865_1058","PATRIC.93061.5.NC_007795.CDS.1104523.1105077.fwd","PATRIC","CDS",1104523,1105077,555,"+","FIG00001960","PLF_1279_00000894","PGF_03021263","YP_499695.1",184,,"SepF, FtsZ-interacting protein related to cell division",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1059","SAOUHSC_01155","VBIStaAur99865_1059","PATRIC.93061.5.NC_007795.CDS.1105089.1105379.fwd","PATRIC","CDS",1105089,1105379,291,"+","FIG00013736","PLF_1279_00154326","PGF_03081665","YP_499696.1",96,,"Cell division integral membrane protein, YggT and half-length relatives",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1060","SAOUHSC_01156","VBIStaAur99865_1060","PATRIC.93061.5.NC_007795.CDS.1105489.1106268.fwd","PATRIC","CDS",1105489,1106268,780,"+","FIG00001583","PLF_1279_00000105","PGF_00425720","YP_499697.1",259,,"Putative RNA-binding protein YlmH",
